                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      655                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.4959416877041675E+004                  5.3498625117330778E+002                  9.1496196795255692E+003                  1.0296743746963406E+004                  4.0382855855946453E+001                 -8.2349811646443918E+000                  6.9999999999970786E-001                  2.9797635543405141E-005                  2.7997020236474879E-001                  3.4468833607861301E-003                  1.0103427409336064E-003                  9.3805276451495393E-003                  2.0850244238750358E-003                  1.5000000000000002E+001                  0.0000000000000000E+000                  1.0499999999999641E+001                  4.4696452913715336E-004                  4.1995530354712329E+000                  5.1703250411791982E-002                  1.5155141114004107E-002                  1.4070791467724320E-001                  3.1275366358125542E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6314266464814998E+005                  1.2742847709835985E+004                  1.4567712248276185E+007                  8.3939550233593830E-006                  8.3939550233593847E-006                  0.0000000000000000E+000                  3.3581514521648708E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.7208329403893036E+011                                "4a68bfb"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260307"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  1.6061970287884408E+000                  3.9614356064014475E+000                 -1.0265026404904665E+001                  1.8577911898923571E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.9653950342089008E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6061961730477017E+000                  3.9615308773744071E+000                 -1.0264447431774318E+001                  1.8584590947186357E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.9760211375744141E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956122E+001                  1.6061945276849117E+000                  3.9616563781602254E+000                 -1.0263687819030737E+001                  1.8593367118503272E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.9899840878869046E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999927246E+001                  1.6061928851788148E+000                  3.9618212086344986E+000                 -1.0262694903516579E+001                  1.8604859168601979E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.0082723972598170E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999880314E+001                  1.6061902221620639E+000                  3.9620255289233719E+000                 -1.0261472211482435E+001                  1.8619045765122428E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.0308504358279865E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999833387E+001                  1.6061875665833174E+000                  3.9623323214178061E+000                 -1.0259651074075169E+001                  1.8640239662932419E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.0645973408152380E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999739527E+001                  1.6061822775054673E+000                  3.9629156865441795E+000                 -1.0256238311939969E+001                  1.8680173552863981E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.1282204707591529E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999566253E+001                  1.6061725889829461E+000                  3.9636756189946794E+000                 -1.0251895099100983E+001                  1.8731443010677433E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.2099161043110985E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999392978E+001                  1.6061629962299444E+000                  3.9648668392574082E+000                 -1.0245280907942799E+001                  1.8810366093429722E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.3359088742659090E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4999999999024768E+001                  1.6061429176722857E+000                  3.9664993779675748E+000                 -1.0236624692649803E+001                  1.8915469625278614E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.5037255869839689E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4999999998656559E+001                  1.6061232326485779E+000                  3.9689290441506722E+000                 -1.0224433498609201E+001                  1.9066565138716918E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  8.7458197365716098E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4999999997934577E+001                  1.6060856955756326E+000                  3.9721810702474412E+000                 -1.0209365013619975E+001                  1.9258991709213764E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.0545968892170945E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4999999997212596E+001                  1.6060494293278591E+000                  3.9769503769356414E+000                 -1.0189153057771295E+001                  1.9525543380020585E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.4859587470050725E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
