                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      50                                      489                  1.5000000000000000E+001                  2.0000000000000000E-002                  4.5497190750010669E-001                  7.5836984583351114E-002                  4.1483952817369136E+003                  9.0319557573219681E+003                  1.8398558515119390E+002                 -1.1964353647932260E+001                  7.0000000000000007E-001                  2.9797635251138479E-005                  2.7997020236474890E-001                  3.4468833607861379E-003                  1.0103427409336068E-003                  9.3805276451495445E-003                  2.0850244238750366E-003                  1.5000000000000002E+001                  0.0000000000000000E+000                  1.0500000000000000E+001                  4.4696452876707732E-004                  4.1995530354712329E+000                  5.1703250411792037E-002                  1.5155141114004107E-002                  1.4070791467724322E-001                  3.1275366358125542E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4489220036774930E+006                  3.1885837349637018E+003                  1.6607698712252770E+007                  1.4283779775696401E-017                  1.4283779775696401E-017                  0.0000000000000000E+000                  5.7144571809466610E-019                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4357821468125368E+007                                "4a68bfb"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260307"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  2.2647837983653667E+000                  3.6178801360980328E+000                 -8.3919684252666045E+000                  3.0300462742124306E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.9472005203204420E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  2.2647837982441605E+000                  3.6178801577316411E+000                 -8.3919682738625188E+000                  3.0300464472209341E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.9472025937660784E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999927242E+001                  2.2647837977774508E+000                  3.6178802028123322E+000                 -8.3919679583629581E+000                  3.0300468077403617E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.9472069144654506E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999833383E+001                  2.2647837970190481E+000                  3.6178802586265491E+000                 -8.3919675677448975E+000                  3.0300472540973291E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.9472122639010582E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999739527E+001                  2.2647837962606454E+000                  3.6178803380545119E+000                 -8.3919670118661696E+000                  3.0300478892968510E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  5.9472198765564716E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999566251E+001                  2.2647837948605178E+000                  3.6178804410962924E+000                 -8.3919662907276749E+000                  3.0300487133380991E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  5.9472297524280849E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999392978E+001                  2.2647837934603943E+000                  3.6178806020992109E+000                 -8.3919651639520385E+000                  3.0300500008994273E+000                  7.0000000000000018E-001                  2.7999999999999992E-001                  1.9999999999999907E-002                  5.9472451834656496E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999024766E+001                  2.2647837904851387E+000                  3.6178808210636277E+000                 -8.3919636315436978E+000                  3.0300517519767634E+000                  7.0000000000000018E-001                  2.7999999999999992E-001                  1.9999999999999907E-002                  5.9472661696516301E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999998656556E+001                  2.2647837875098937E+000                  3.6178811452174306E+000                 -8.3919613629919194E+000                  3.0300543442450234E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002                  5.9472972373876834E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
